customer_id,total_orders,total_items,total_spent
1367,1,17,788.15
2540,6,14,383.3
5653,9,4,834.29
7851,10,16,724.98
864,10,18,527.69
8225,10,6,644.56
9311,5,1,233.16
4605,7,11,346.48
6942,10,18,337.92
8374,2,19,951.45
5126,1,11,475.75
306,7,10,787.82
1866,7,6,624.7
9241,4,2,682.45
4527,10,12,132.65
1443,1,10,387.92
6095,6,1,144.05
89,5,4,315.99
4613,8,8,869.33
5363,8,19,756.05
9380,1,13,451.77
5099,7,7,294.86
3269,9,2,674.62
4661,3,5,648.82
9553,4,18,516.0
4675,9,13,963.57
955,4,10,283.57
9271,10,1,347.41
937,10,11,766.61
3947,6,3,400.02
855,5,19,163.11
5873,4,10,708.66
310,3,11,557.82
3972,4,9,158.83
7321,10,4,257.28
6844,5,1,409.7
1905,1,19,485.57
9495,9,18,697.64
7180,8,17,100.03
7189,4,1,641.73
3029,6,17,943.67
9264,7,10,608.7
5235,6,16,361.45
5110,3,5,989.11
731,4,19,362.69
7368,8,6,545.26
722,1,18,685.99
2077,7,15,162.58
2405,9,3,413.52
7543,10,3,940.13
3603,9,9,650.62
3033,4,8,957.53
8098,3,20,826.68
6134,5,13,262.93
7026,9,15,638.94
4941,1,1,623.33
2642,10,12,325.43
9008,4,20,700.09
6468,8,18,897.56
3117,8,15,399.23
4956,1,14,231.9
9357,7,13,853.95
2548,5,1,987.94
8460,7,11,346.97
2512,4,17,645.49
3129,7,6,102.44
4854,9,10,802.67
1747,2,9,966.44
8864,2,14,483.58
7235,8,19,789.14
7174,1,3,159.58
366,5,9,326.91
1872,1,9,304.38
8514,1,7,197.99
4926,8,13,189.23
6788,5,9,850.88
4993,1,12,313.35
9463,3,10,194.36
8456,3,1,855.95
1907,5,17,608.79
6822,1,13,877.05
9176,10,14,504.43
1584,3,18,824.02
1274,8,20,547.1
6586,5,15,127.68
2999,1,11,692.31
988,7,5,884.71
9920,6,3,595.29
5149,10,12,292.83
9284,3,9,214.95
5601,5,1,173.47
7564,10,4,313.22
1837,4,18,128.82
5002,2,17,202.19
1731,6,1,816.63
3478,9,20,834.38
8188,9,11,478.56
2863,7,15,456.08
9213,9,1,283.12
6533,2,17,125.21
1531,1,13,166.89
3086,7,12,663.97
3058,6,1,153.95
3270,3,9,321.87
5605,4,19,927.04
6666,5,15,497.55
897,5,2,657.62
558,5,8,387.6
6551,10,16,255.27
8214,10,7,447.37
8570,2,1,595.67
9068,9,11,542.37
2194,10,18,604.55
8277,2,2,964.81
5333,5,8,775.97
8732,7,13,844.45
7605,1,10,374.54
216,3,1,347.05
1808,10,9,871.46
5251,8,19,271.85
2360,6,7,790.53
6442,4,9,968.4
8208,8,10,485.79
4974,1,2,530.79
8229,9,13,690.52
4650,8,16,797.35
3713,5,20,289.65
2348,7,19,883.56
3774,3,13,673.3
3552,8,8,960.39
2579,6,2,343.58
9161,10,5,657.01
8286,10,5,223.75
5207,6,20,730.29
3516,1,9,919.48
6569,2,11,269.64
2102,8,6,666.63
2210,2,10,962.77
2173,7,3,823.68
9278,5,14,525.14
6184,4,4,149.49
5822,6,18,416.38
4006,3,16,625.26
7869,2,13,163.0
5517,8,19,296.3
6886,6,17,207.7
2371,10,19,464.46
9328,8,9,205.94
504,5,16,370.54
3672,4,5,362.2
8316,3,12,363.11
3676,6,19,314.2
3620,2,15,595.79
331,2,6,104.2
776,3,6,739.49
4427,5,2,856.12
4447,8,12,320.6
7150,9,16,312.75
4873,9,10,971.22
6265,7,15,184.29
981,4,8,602.18
3340,8,13,896.13
7762,6,14,991.82
6117,3,18,682.03
3632,1,8,720.82
7722,2,3,880.2
4410,4,15,175.54
4815,4,12,115.08
6760,6,10,653.15
8547,4,17,460.98
8792,9,9,783.69
3508,8,19,345.79
6201,4,1,519.09
7943,4,13,923.46
5150,2,19,362.08
1880,3,7,617.89
8921,7,9,983.68
5225,10,17,931.66
3554,10,5,491.51
6057,10,3,319.8
6854,7,9,947.97
7,5,11,141.85
8114,4,13,240.38
6871,7,19,838.93
8558,2,16,728.78
4738,2,1,147.31
5459,5,20,793.72
7767,8,20,630.28
5341,10,10,487.53
6140,10,10,203.49
7087,4,11,143.03
1824,7,16,243.55
3884,6,13,859.66
4548,9,4,667.31
1546,3,7,315.39
8084,3,6,404.5
9938,4,13,920.9
2727,3,1,365.84
291,7,1,735.06
2648,7,13,403.27
8458,6,8,905.52
1278,9,1,497.34
3188,2,2,527.7
7526,1,5,641.55
2559,4,19,274.94
4887,7,11,538.78
6789,3,11,124.44
1089,8,2,698.42
5877,7,4,382.67
5878,2,1,362.37
4625,10,17,821.42
7193,4,17,524.1
4634,3,1,852.24
8723,8,8,211.07
9536,7,6,144.1
6198,8,8,680.72
3661,4,10,603.97
268,10,14,943.63
1280,7,4,250.5
6799,8,2,138.13
8133,1,8,586.1
9033,9,14,438.2
8472,3,13,598.51
6764,7,8,609.68
8790,9,9,955.1
3165,5,15,848.25
7212,5,7,581.38
8577,8,7,800.81
3305,6,12,644.38
7832,2,15,279.55
6008,9,8,554.71
5514,4,15,813.58
1755,7,1,343.6
9926,5,4,384.16
7632,7,5,575.0
4038,1,2,317.8
8495,6,19,204.51
9697,5,8,956.3
1297,6,8,668.12
6300,9,4,647.03
6346,6,12,498.28
8291,3,13,238.36
8429,4,6,992.71
8262,9,1,488.51
5138,6,16,964.37
7630,8,12,601.55
5141,4,19,838.37
4632,9,19,438.2
2101,3,2,380.93
9235,1,9,777.04
365,8,18,467.21
3597,4,11,517.93
6721,2,16,417.57
6112,9,19,907.28
2934,1,17,222.32
5937,9,2,832.11
5830,5,16,260.65
5664,6,2,993.59
5087,8,1,960.73
7326,8,6,611.76
8679,5,8,639.44
5909,8,15,290.14
4544,3,14,769.91
1281,10,16,602.39
4952,4,10,587.24
5511,4,10,469.48
2918,1,11,367.61
7063,9,13,521.53
8096,2,15,244.82
1914,10,13,405.25
5770,9,14,591.14
4561,6,15,105.31
9436,4,7,803.76
7279,2,6,965.04
1394,7,9,210.49
5001,4,8,504.76
4404,4,17,892.75
688,7,16,673.32
8140,1,5,494.83
1191,10,20,918.72
8162,10,13,497.51
2071,5,13,477.62
3173,5,11,328.99
2407,10,14,285.9
2668,6,3,960.59
4122,8,11,272.53
1634,4,19,543.03
4217,4,17,222.14
1621,2,12,402.43
7110,4,10,920.27
360,2,3,459.53
2828,9,7,569.55
9140,3,9,235.84
2105,1,3,422.62
3199,1,6,561.07
4484,3,2,610.75
2841,6,9,202.51
2731,4,16,801.66
5105,3,10,173.12
2464,7,1,519.46
6804,8,17,880.35
344,6,17,505.61
6733,7,1,166.6
5205,10,13,750.55
4493,4,13,679.32
1584,6,4,580.61
3060,5,16,754.64
9034,3,3,630.27
4662,1,10,847.93
7341,10,19,478.63
6645,9,15,846.78
7985,4,15,311.55
7886,6,19,861.94
7405,9,14,744.77
7608,5,3,291.44
5760,10,8,361.55
5707,2,14,207.75
1659,9,7,623.57
5107,2,9,511.98
337,9,19,651.05
3114,3,14,118.45
8821,1,1,668.32
4787,7,5,909.96
8050,5,10,457.36
8704,1,17,317.26
7506,10,11,916.19
1072,10,16,770.91
5344,4,2,541.05
4943,2,20,984.62
5074,2,1,384.46
6364,1,5,399.66
996,3,11,426.59
2221,6,3,374.42
1232,2,8,430.62
7957,6,8,102.68
3077,5,11,645.4
397,2,2,631.33
2462,4,17,889.58
9344,3,10,394.36
3358,4,16,909.23
3479,1,1,391.54
5865,8,13,310.66
4651,5,18,827.11
8178,9,5,935.44
5787,6,2,944.29
4434,6,5,130.9
2622,4,5,136.44
3237,7,8,741.36
1463,7,4,961.8
7048,2,12,700.66
9558,8,10,558.95
1994,7,9,950.37
3682,10,5,514.58
2808,6,4,353.82
7787,10,11,661.0
8316,5,4,783.91
3430,7,8,204.98
6482,3,16,391.51
4948,8,1,342.75
8663,7,16,194.96
771,7,16,621.93
37,5,14,675.13
9826,2,19,206.67
2070,7,13,436.44
4857,4,2,963.79
4042,9,2,376.47
4424,6,5,877.57
8839,3,18,162.22
702,2,10,154.09
6950,6,5,863.22
8716,5,16,527.72
4895,6,14,519.3
1597,1,18,321.97
7189,2,8,911.47
3928,7,9,596.74
6461,1,7,331.23
668,2,6,879.45
3097,5,17,619.89
7076,1,13,177.9
6702,8,6,565.1
1093,9,6,840.16
2329,6,8,914.05
2107,8,3,553.84
6485,5,11,965.35
3309,9,18,861.53
8816,6,14,304.74
6966,5,20,351.33
8353,1,9,892.12
6150,9,5,995.85
8978,3,4,466.38
2124,8,12,669.66
7481,3,4,997.9
4188,10,7,156.7
4,5,4,865.41
8681,1,13,735.07
7215,2,3,849.96
9861,6,15,988.4
3969,5,19,830.9
262,9,3,872.39
1535,6,2,373.6
8722,4,4,841.39
6735,9,20,728.28
5788,6,15,204.99
1246,10,4,119.27
3547,3,5,893.44
1150,4,7,272.74
9859,7,3,450.89
2727,8,4,785.99
4864,9,15,151.69
4278,7,19,262.57
8915,9,8,853.32
3778,4,18,489.62
4812,7,2,725.99
5557,8,8,687.75
1564,8,12,555.93
5947,9,7,796.6
8040,8,9,839.76
9178,5,3,936.47
1831,8,14,701.8
728,3,2,918.52
4116,1,4,157.14
1961,1,14,653.25
2184,2,8,448.79
3938,8,18,813.51
5199,10,13,637.14
1729,1,20,597.17
5367,3,8,415.62
6496,6,20,993.38
3482,8,18,956.86
5522,3,12,382.57
5924,2,20,170.19
6595,8,3,357.77
3927,1,18,419.52
8198,7,13,778.63
4297,1,12,145.3
3575,10,17,817.57
6993,4,16,548.99
5605,4,13,684.41
8385,4,3,884.08
1852,7,11,851.77
5536,4,7,139.68
9751,10,11,208.6
7105,3,10,478.56
2961,7,3,377.05
4657,5,17,615.87
2182,10,14,840.99
8294,8,12,886.65
4198,4,13,353.92
9089,6,12,525.88
1060,1,15,617.64
2760,3,17,210.89
3593,9,20,446.78
4563,5,9,789.83
7911,4,2,582.14
2856,8,19,438.34
9116,2,8,643.21
9562,4,10,256.09
1877,2,19,879.96
3899,4,14,247.63
2251,1,8,108.22
3960,1,1,687.15
2112,2,2,187.74
8681,5,6,702.24
5214,6,10,799.79
9164,2,2,962.78
3321,8,2,304.03
6384,1,9,486.46
4596,3,11,848.19
5530,9,13,527.87
8345,6,18,667.61
2973,4,2,830.39
1876,4,18,401.53
8706,8,11,206.98
189,4,7,542.43
8326,9,14,180.36
9616,8,15,420.69
1453,4,6,607.55
9941,5,9,959.89
8534,8,18,516.83
9041,4,15,356.69
2506,3,1,489.62
3565,1,10,535.35
816,6,5,823.43
9797,1,17,799.11
3657,5,13,996.94
9426,1,13,923.42
4671,10,4,294.33
2153,10,16,421.74
6408,4,8,732.28
5828,10,10,733.43
1295,6,19,105.84
1968,9,2,633.64
3445,1,7,306.1
4312,10,17,607.16
8548,1,9,923.78
9789,4,5,523.17
7327,5,3,171.88
9976,8,11,352.89
6096,8,18,283.1
9116,3,15,195.5
2704,1,1,635.29
3141,1,6,439.78
2488,7,19,941.08
2541,9,13,800.09
206,9,7,774.26
5820,4,11,533.66
6869,10,19,166.65
2894,10,8,138.28
1680,10,13,208.42
7137,9,1,848.02
3014,6,4,798.86
1900,9,7,988.4
7562,5,2,226.5
3510,7,5,436.49
1341,2,15,878.29
6650,1,2,888.33
4878,8,13,140.98
2065,1,19,992.52
3813,7,18,478.05
3816,4,4,998.62
1974,2,15,579.34
3346,1,10,688.11
3565,6,17,702.97
1294,9,4,424.71
8112,8,1,775.14
9158,2,3,648.15
6389,7,5,959.9
4438,10,8,601.91
186,4,15,793.62
2206,8,14,826.05
1340,10,12,550.48
1275,6,15,534.58
1994,7,20,124.54
8829,2,2,449.58
2341,3,18,732.16
7169,5,17,156.26
8977,1,9,799.15
7767,4,6,975.3
571,8,15,562.86
672,8,9,567.02
4672,10,2,854.61
9426,3,13,350.03
1797,7,11,177.61
8158,9,14,794.97
1009,10,10,602.43
748,6,9,221.17
1459,7,11,820.51
1933,9,14,759.59
1761,6,3,759.14
5873,10,11,632.88
1447,4,1,245.26
3943,1,10,175.92
5194,5,1,928.49
2644,2,17,181.02
6520,9,2,762.07
8984,1,2,486.59
9159,1,17,366.79
7117,4,1,142.15
8477,8,1,679.49
8966,4,5,227.53
4761,5,14,522.67
2251,4,12,718.78
2036,9,16,616.68
2213,7,8,744.4
5285,10,18,137.33
7689,9,14,882.01
5324,9,7,937.09
6484,2,2,323.87
9382,5,13,537.8
9869,1,1,745.35
7637,5,13,445.03
1938,8,16,264.02
5499,8,9,308.38
65,2,9,660.21
841,4,6,670.51
7335,1,7,257.65
4556,3,18,487.67
4049,8,19,318.02
4464,6,14,705.08
4856,7,11,806.18
9902,10,7,371.31
6335,4,5,539.41
5608,3,12,670.15
4758,2,12,686.63
5252,1,19,831.76
1882,5,7,309.94
1803,4,1,599.12
3467,10,1,611.25
503,7,13,602.3
330,2,8,218.46
5479,9,18,624.46
6464,9,12,510.9
2349,9,14,403.58
3536,9,2,999.92
6391,9,16,253.88
4788,6,4,546.74
3569,4,6,266.75
1901,10,12,381.82
3640,2,16,926.71
1653,3,17,869.66
6784,6,12,513.69
7484,8,12,348.52
2999,9,4,155.31
3032,7,6,284.7
324,9,20,441.27
5702,10,12,198.77
9246,9,8,111.36
5597,5,2,477.99
4563,6,10,479.39
8507,2,5,353.79
134,4,15,683.31
6053,4,7,706.22
4582,6,6,683.27
5978,4,20,559.56
4928,7,18,992.23
5088,5,3,592.35
954,3,8,556.95
1351,10,3,224.92
6270,3,7,295.38
5512,1,2,894.12
7335,10,20,631.55
1385,2,7,367.18
6864,2,11,694.59
1947,3,10,800.12
7999,3,3,698.15
7460,5,10,218.47
5093,1,16,167.26
6215,2,1,408.93
7339,9,14,164.65
7878,3,8,453.77
4811,2,19,785.96
4443,2,9,136.06
596,1,16,835.49
4241,9,7,382.44
8402,9,17,937.63
8669,7,6,169.74
119,9,2,482.29
4955,7,4,621.53
4977,4,14,388.18
945,6,2,635.1
5033,7,15,600.6
7590,9,5,265.97
760,10,13,965.88
6080,6,8,270.48
3369,8,12,645.62
8630,9,7,948.76
7733,7,10,158.86
5506,10,14,640.31
9864,1,16,296.58
3622,2,5,102.41
4042,6,9,751.33
4148,7,8,258.43
2381,9,3,316.27
5084,5,7,481.31
3878,8,6,264.86
8165,9,5,525.99
4958,7,16,710.81
7341,10,17,535.75
6268,2,17,996.92
3823,4,13,772.95
7493,9,18,331.65
7092,2,5,196.57
5641,10,9,204.51
953,1,15,110.53
483,4,11,183.61
1350,4,1,857.32
1396,2,2,324.34
8896,5,20,813.71
4678,9,7,791.87
2367,7,20,214.7
2937,7,1,310.79
9440,8,20,673.5
5518,6,10,758.37
6913,9,14,327.22
8536,1,12,975.18
6660,1,15,543.69
4405,2,10,549.51
6380,4,11,565.17
9882,5,18,167.46
316,6,19,712.89
1796,1,20,670.95
9171,9,18,377.9
7016,6,11,285.41
9256,3,2,876.94
3922,7,14,190.72
5346,2,19,937.07
4142,6,17,193.13
551,7,6,504.08
6415,1,17,712.8
6767,1,9,720.35
4693,6,19,649.03
8048,6,19,615.98
4730,5,9,186.37
5374,9,2,728.26
7931,5,19,527.46
1612,4,20,181.78
3851,9,1,921.42
9420,2,1,560.54
2176,9,2,966.27
652,4,16,682.29
3410,7,8,341.77
432,3,3,446.85
9742,9,13,966.0
488,10,3,583.01
8169,8,1,940.26
8875,8,2,652.62
4736,5,2,625.34
9575,8,19,110.37
9686,9,10,187.16
1074,10,15,981.38
2381,1,11,678.58
2932,4,3,916.63
4647,4,20,955.86
1301,10,7,969.42
3078,6,10,950.91
4697,9,10,907.88
7619,1,4,534.67
5269,10,10,189.09
7138,6,14,976.9
2970,10,13,716.65
3682,4,11,167.12
3468,2,20,613.15
8939,3,10,265.91
6745,9,12,221.97
6683,3,19,280.89
1583,10,9,395.29
8104,4,4,490.46
5042,2,5,150.88
9413,7,12,960.0
9144,6,12,385.64
821,6,7,389.19
3183,6,4,131.0
5751,6,15,243.92
6249,6,11,795.44
2708,7,20,519.21
1255,8,11,372.1
3796,8,7,610.42
1044,3,3,583.16
777,10,4,135.94
4112,1,16,275.05
3328,5,3,825.79
197,9,16,818.76
9860,9,9,444.93
5402,9,9,283.65
4541,1,8,546.93
5228,9,4,810.16
2950,4,16,809.23
5667,4,11,413.75
6857,1,15,487.72
848,6,11,484.99
821,1,12,464.92
4564,6,1,106.58
4670,5,15,265.16
1890,8,20,108.99
2118,2,14,777.04
209,1,7,558.92
945,1,20,430.12
7795,10,16,939.52
6243,7,11,452.31
5130,3,2,663.77
6470,2,11,349.98
3531,3,14,364.4
2907,9,8,875.17
5765,1,10,179.82
5872,4,15,463.68
3020,5,17,621.97
6408,3,16,764.62
7739,2,12,986.03
6584,4,3,756.67
4382,3,2,798.78
2346,10,10,109.89
1053,10,2,687.89
3505,9,7,781.36
3995,8,18,239.19
606,5,9,290.5
3078,5,5,144.02
6672,1,15,531.86
7543,2,1,820.76
1922,2,6,796.23
5682,10,8,811.09
4058,3,3,759.23
6477,9,1,645.98
9322,7,18,577.69
6303,7,6,520.01
9162,3,16,282.85
2554,3,5,333.97
3275,1,1,777.22
9390,1,10,994.5
7941,10,11,751.71
6401,1,2,485.47
5868,3,20,700.07
3477,6,15,431.19
2375,5,5,425.39
3177,3,16,496.72
9719,6,11,832.01
8538,6,14,918.88
9743,8,19,232.39
9405,2,20,633.08
8989,3,13,882.27
4494,6,14,220.21
6799,10,3,376.9
5961,3,15,978.74
1350,10,16,811.6
6415,8,12,372.55
7335,2,13,670.73
964,8,19,138.88
8773,2,6,982.92
226,7,1,873.86
2627,9,13,181.71
2645,2,9,177.56
9820,6,18,124.35
5755,7,20,177.9
182,6,9,920.75
8083,1,15,485.16
2388,5,17,118.58
1067,4,15,225.61
5139,7,15,217.55
2922,8,11,187.54
1317,1,16,760.29
9022,9,1,621.36
645,1,5,918.17
5410,10,12,456.38
7349,2,14,537.47
8748,5,18,452.27
5431,5,8,287.72
432,2,20,445.64
4149,2,14,420.03
2327,5,15,207.98
604,9,15,529.46
9857,5,10,909.17
158,5,15,874.63
6699,6,7,567.47
5548,6,13,374.13
4741,8,6,246.35
4231,5,9,402.12
4404,3,2,125.49
8593,8,16,500.08
3394,6,13,185.25
7057,8,18,228.37
5256,7,9,172.43
2294,4,9,873.34
2746,8,11,243.03
9068,10,8,339.34
3188,8,20,442.6
957,6,19,134.08
3728,2,12,174.88
7254,6,2,800.37
3837,6,4,556.22
6625,3,19,394.12
1325,7,2,939.02
8561,9,18,587.75
4107,5,4,460.14
2618,6,8,227.58
1262,3,14,215.07
8458,9,6,676.38
3241,9,16,386.2
3498,8,9,945.76
308,4,4,865.53
8663,1,1,629.57
6153,6,20,560.29
4633,5,13,352.13
9103,5,12,999.04
7323,6,9,635.29
1084,8,20,625.76
2497,1,15,873.9
8750,8,14,372.57
6566,10,3,834.66
4804,2,10,412.35
7873,4,15,869.31
814,7,10,960.81
7175,4,18,764.44
7609,10,14,481.79
6199,9,2,129.02
8606,3,13,857.14
5402,1,10,619.04
3342,6,5,239.31
924,6,19,949.06
8974,1,20,920.94
4703,8,5,740.63
9629,1,4,634.12
327,6,11,404.8
8794,3,6,848.05
6006,3,15,902.93
3127,5,4,936.06
3760,4,17,381.55
8250,6,16,214.69
2772,9,19,378.86
9899,10,3,776.13
7220,4,8,527.75
1481,2,15,135.73
1671,7,2,749.1
9373,4,17,676.0
4284,7,19,566.06
6887,8,1,182.2
188,4,13,448.03
4908,6,18,191.67
159,10,16,139.83
8698,5,14,241.01
8494,3,11,140.07
8303,6,2,913.1
5928,1,20,853.05
7893,6,13,115.46
3769,5,20,973.0
716,8,3,642.33
4986,1,2,789.28
5555,10,2,137.11
4493,6,1,843.16
5764,4,7,156.24
2669,6,3,692.04
3677,5,3,108.05
9299,9,13,273.49
1582,8,1,976.79
2888,1,16,214.82
8359,8,20,543.92
5846,2,14,906.65
2595,3,20,748.9
4987,9,19,668.51
9901,6,17,597.55
5710,9,10,647.92
5669,5,13,428.4
693,3,19,302.43
326,7,10,496.81
8149,6,5,993.69
6293,2,19,235.98
9673,8,16,628.55
1703,2,16,282.95
6027,4,4,365.34
8135,8,4,561.12
5089,3,12,686.41
8535,9,18,172.98
3378,5,5,662.61
5308,10,2,569.79
4299,9,9,446.39
1298,5,5,606.59
5558,4,10,861.54
2102,3,19,767.21
1341,6,2,320.14
1440,3,11,977.72
711,10,5,386.06
4444,5,4,515.91
7298,10,19,659.82
4196,7,5,424.58
6368,6,8,802.97
4316,1,4,256.28
2712,9,1,493.97
378,10,15,207.52
3271,6,7,950.5
1420,4,12,980.01
4536,1,18,444.53
1752,5,20,815.36
5855,6,18,686.06
6381,8,9,936.21
2568,4,13,756.23
3045,9,13,615.96
8392,9,3,380.07
4512,2,11,333.89
4330,2,9,421.15
7736,7,11,983.09
4077,8,6,240.82
2209,4,5,265.31
9194,6,5,994.84
1969,6,10,251.18
7077,3,8,779.23
5514,9,19,569.37
5764,10,18,945.17
3468,6,20,830.41
6122,9,6,943.4
5273,4,18,901.22
444,3,20,657.86
5242,6,10,161.96
9000,6,8,934.83
6480,5,6,752.85
2493,2,20,382.09
1448,2,15,340.65
518,5,8,971.03
6568,6,13,159.71
7295,2,4,969.57
9875,1,1,835.5
9637,1,2,274.46
3075,7,17,915.96
955,6,13,356.22
5348,5,13,322.36
3572,7,5,847.21
9712,1,11,265.51
4614,2,6,472.84
2743,10,20,918.63
9978,9,13,343.21
3136,10,6,459.04
4869,3,10,827.11
6693,3,1,796.35
4773,5,17,247.9
608,3,1,315.93
7183,1,4,761.28
5209,5,9,406.53
4016,6,9,615.27
7088,7,2,905.82
1109,8,4,524.91
1405,3,19,890.22
6175,1,17,783.15
3482,10,2,528.91
6285,7,6,256.41
4946,6,11,813.9
4082,5,13,660.76
5621,7,3,201.54
7987,4,4,301.98
1519,7,8,419.77
7793,3,12,801.65
3863,1,2,416.47
789,6,5,999.58
5234,1,16,614.24
412,2,18,135.55
5626,7,5,699.56
3828,2,16,257.56
586,5,3,376.95
194,3,8,679.34
572,9,16,895.82
4924,7,16,843.31
2501,4,12,709.16
1819,8,20,407.03
2781,9,18,872.77
736,2,17,503.93
2541,3,10,176.84
6559,5,18,629.23
7138,10,13,864.17
6125,4,11,313.88
1310,7,16,489.26
8888,6,8,534.58
6232,7,3,562.39
7976,2,18,806.2
8244,2,18,607.41
800,7,19,472.17
9774,1,6,489.14
3588,10,16,620.11
4716,7,7,538.12
3260,1,9,644.62
4496,5,15,361.5
7230,4,1,903.61
5005,7,10,777.29
3781,9,7,969.57
2377,10,5,953.79
1386,2,5,722.17
9025,3,18,334.45
6542,6,10,526.42
146,10,6,397.2
1607,2,13,554.35
8787,2,7,694.44
9515,10,11,744.81
5528,5,15,339.81
9454,9,9,768.48
6159,9,17,637.38
9975,6,12,680.31
8892,3,4,345.48
7640,9,1,636.4
9805,8,14,526.33
3685,9,18,427.28
934,4,8,652.2
630,4,7,198.67
8212,7,9,617.62
7652,5,18,983.51
5466,6,17,840.8
818,6,9,505.73
8216,2,9,851.84
7291,4,11,112.27
7340,2,9,630.08
1320,5,11,250.05
8703,6,15,181.04
3006,1,13,461.58
2892,8,17,750.57
2168,2,16,767.43
3053,1,19,144.61
7452,10,14,532.63
6602,1,2,591.82
1860,6,12,714.2
4122,4,4,143.99
8139,8,9,408.86
6153,2,20,122.21
212,10,17,108.84
7152,6,16,561.12
7336,3,8,700.58
6840,10,8,268.82
7283,9,17,893.99
7547,1,2,509.52
6027,8,10,837.37
9462,2,19,649.57
3701,9,18,447.27
5590,6,13,919.16
1144,6,20,209.23
8361,4,20,690.14
1608,2,3,272.55
3863,2,3,430.45
4004,3,17,215.25
301,6,2,313.69
7507,8,7,122.36
680,9,11,637.85
9871,7,13,992.25
5038,3,10,474.34
8166,8,7,899.99
244,3,2,716.68
6333,9,12,506.73
7566,8,10,996.31
380,10,3,688.98
5255,2,15,876.01
3700,4,17,760.43
9172,3,7,347.38
8183,4,9,494.74
8671,7,6,920.97
8877,5,1,942.38
5408,5,14,271.03
6227,1,19,614.7
6170,9,9,704.94
5472,4,17,963.36
8510,4,2,748.06
9287,1,7,723.46
9447,5,5,312.92
7268,10,12,649.61
3950,2,14,166.84
2183,5,20,731.18
9022,2,12,421.19
2866,2,17,275.9
2529,10,2,950.4
2343,3,2,662.55
5911,3,14,935.91
53,10,3,326.74
2037,9,10,478.56
2412,7,17,131.08
3143,3,15,206.15
4801,1,20,895.47
6263,4,18,198.97
9031,5,9,307.59
4476,7,11,626.25
3285,10,6,604.41
3424,6,5,922.04
3968,9,8,982.09
8746,9,14,146.63
8512,5,16,881.73
7514,10,16,822.66
428,7,6,320.23
5321,3,9,694.73
8611,3,10,921.44
902,7,10,753.05
31,5,6,520.25
7708,5,5,832.5
1266,7,19,605.86
8326,5,14,827.36
860,9,7,382.62
5930,10,16,148.15
352,1,15,750.27
9821,3,18,244.85
9060,1,17,374.16
3990,9,10,332.29
9240,1,8,466.76
9879,7,17,840.91
3310,7,5,833.34
8759,7,3,320.5
8433,4,12,322.85
4926,4,5,728.85
6967,6,17,530.47
5701,3,4,432.11
6079,6,14,780.2
3512,2,20,706.82
2106,9,15,151.41
3532,5,17,192.83
9199,1,8,779.54
7151,9,2,963.3
9262,3,3,130.11
3158,1,20,853.93
9263,4,19,320.24
8496,9,19,410.1
2355,1,17,825.12
8573,7,17,336.14
3565,6,12,644.33
3945,4,14,514.25
1912,2,5,678.43
1689,1,7,595.28
3464,5,2,161.92
4729,3,12,255.92
1052,6,1,248.9
6437,6,9,217.42
3066,3,10,967.89
8740,1,18,870.32
8194,6,19,237.25
4955,3,16,264.37
7965,2,10,709.03
3867,2,9,867.02
9395,9,15,706.42
5574,10,14,614.04
3761,3,10,453.04
7233,10,3,111.41
8602,3,15,748.45
4882,9,11,830.55
3333,8,17,333.26
2306,5,5,495.08
3229,7,14,646.85
7714,8,3,679.63
5609,4,15,995.71
7501,8,15,544.12
8114,4,12,611.09
6933,4,17,578.71
8549,2,10,289.84
9504,5,19,164.1
3119,7,17,488.92
7706,2,20,134.85
5953,6,8,901.85
5360,4,11,761.89
1694,1,9,151.53
1209,7,5,552.35
9638,6,16,117.69
7646,3,11,165.72
8989,10,13,568.39
2271,3,7,798.94
6096,4,10,481.56
6572,8,5,823.0
1586,2,14,121.27
4689,1,3,506.05
5844,8,7,750.91
7919,5,20,738.01
5392,5,15,380.5
5221,1,5,882.66
761,9,11,341.89
4781,2,10,405.24
9245,8,12,855.49
14,1,6,300.72
4855,10,14,690.45
3309,1,7,477.31
8757,2,19,275.11
1327,10,14,465.69
5234,7,12,228.08
9159,10,13,688.87
8011,3,9,328.34
1404,7,12,935.85
9434,4,4,658.13
6877,2,13,158.78
1764,3,18,696.29
8483,1,7,514.08
4817,4,18,553.98
5942,3,12,565.93
6215,8,1,802.37
6596,7,6,189.44
4436,9,9,770.64
1211,9,17,528.22
7485,4,15,437.09
6972,3,1,907.63
5106,9,19,526.07
6275,6,1,558.55
7937,7,1,138.71
9844,3,6,295.57
6734,3,14,909.73
9826,7,8,746.8
6489,9,9,597.75
2601,10,9,659.76
4364,7,5,225.77
2937,6,14,703.68
161,10,9,893.06
7252,10,6,127.79
144,2,13,745.52
7667,8,4,382.5
3185,7,15,250.85
4151,7,6,992.74
4844,6,20,587.68
6528,10,19,490.74
4984,10,9,375.63
6755,8,13,313.47
4258,5,17,351.27
9720,8,3,830.49
7773,2,14,277.63
6515,3,13,329.92
6188,6,10,405.01
1098,9,16,356.66
3360,5,20,835.38
4046,4,12,394.83
577,3,19,842.44
7765,6,1,254.47
9622,5,1,803.01
1572,6,14,642.09
1265,5,14,746.03
1166,10,13,916.77
3038,10,19,450.1
8832,2,3,154.06
3469,10,6,491.57
7306,5,5,891.64
3814,3,20,954.18
